id_nspn,date_homework,event,apq_01_good_job,apq_02_threaten_punish,apq_03_fails_note,apq_04_games,apq_05_talk_out_punish,apq_06_ask_school,apq_07_stays_out,apq_08_homework,apq_09_compliment,apq_10_praise,apq_11_out_friends,apq_12_punish_early,apq_13_spank,apq_14_slap,apq_15_hit,apq_positive,apq_inconsistent,apq_poorsup,apq_involve,apq_punish,apq_alabama_parentin_v_14
15453,18/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Often,Never,Never,Never,9,11,7,9,3,Complete
15453,03/07/2014,Home Questionnaire Pack 2,Often,Almost never,Almost never,Often,Often,Often,Often,Sometimes,Always,Often,Almost never,Often,Never,Never,Never,13,10,8,11,3,Complete
15453,08/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15479,18/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Never,Never,Never,Never,10,3,5,9,3,Complete
15479,15/07/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Almost never,Never,Never,Never,Never,Sometimes,Almost never,Almost never,Never,Never,Never,Never,8,3,4,4,3,Complete
15479,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15487,18/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Almost never,Never,Almost never,Almost never,Never,Sometimes,Never,Never,Never,Never,Never,Never,7,3,5,5,3,Complete
15487,25/01/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Sometimes,Never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Never,Never,9,4,7,9,4,Complete
15495,20/02/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Never,Often,Always,Sometimes,Sometimes,Sometimes,Almost never,Never,13,8,9,8,6,Complete
15503,19/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Sometimes,Almost never,Never,Often,Sometimes,Never,Never,Never,Never,Never,11,3,4,7,3,Complete
15503,10/07/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,9,3,8,3,3,Complete
15503,18/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15511,20/02/2013,Home Questionnaire Pack 1,Sometimes,Often,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Never,Sometimes,Almost never,Sometimes,Almost never,Never,Never,Never,8,9,9,5,3,Complete
15511,04/02/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Never,Never,Never,9,7,7,9,3,Complete
15529,28/02/2013,Home Questionnaire Pack 1,Sometimes,Often,Never,Often,Sometimes,Sometimes,Never,Almost never,Often,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,9,9,4,9,6,Complete
15529,28/07/2014,Home Questionnaire Pack 2,Often,Never,Almost never,Often,Sometimes,Always,Almost never,Sometimes,Always,Often,Never,Never,Almost never,Almost never,Almost never,13,5,5,12,6,Complete
15529,16/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15552,11/03/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,7,3,8,5,3,Complete
15552,11/07/2014,Home Questionnaire Pack 2,Never,Never,Never,Never,Sometimes,Almost never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,3,7,7,4,3,Complete
15552,08/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15560,21/02/2013,Home Questionnaire Pack 1,Often,Often,Never,Sometimes,Sometimes,Always,Almost never,Never,Often,Sometimes,Almost never,Always,Never,Never,Never,11,12,5,9,3,Complete
15560,27/07/2014,Home Questionnaire Pack 2,Always,Never,Never,Often,Sometimes,Always,.a,Never,Always,Often,Almost never,.a,Never,Never,Never,14,,,10,3,Complete
15560,13/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15594,20/02/2013,Home Questionnaire Pack 1,Always,Almost never,Almost never,Sometimes,Almost never,Always,Almost never,Almost never,Always,Often,Often,Almost never,Never,Never,Never,14,6,8,10,3,Complete
15602,20/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Almost never,Sometimes,Sometimes,Never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,10,7,5,7,8,Complete
15610,11/03/2013,Home Questionnaire Pack 1,Always,Almost never,Almost never,Sometimes,Often,Always,Sometimes,Sometimes,Always,Sometimes,Often,Always,Never,Never,Never,13,11,9,11,3,Complete
15628,20/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Sometimes,Almost never,Never,Almost never,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,10,9,4,7,3,Complete
15628,05/06/2014,Home Questionnaire Pack 2,Always,Never,Never,Sometimes,Sometimes,Almost never,Sometimes,Never,Always,Always,Almost never,Often,Never,Never,Never,15,8,6,6,3,Complete
15628,10/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15636,26/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Almost never,Always,Sometimes,Often,Almost never,Often,Sometimes,Always,Often,Never,Never,Never,10,11,10,7,3,Complete
15636,12/09/2014,Home Questionnaire Pack 2,Often,Sometimes,Never,Almost never,Always,Sometimes,Often,Never,Always,Always,Almost never,Always,Never,Never,Never,14,13,7,6,3,Complete
15636,31/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15651,04/03/2013,Home Questionnaire Pack 1,Often,Often,Almost never,Often,Always,Sometimes,Sometimes,Never,Always,Always,Almost never,Always,Almost never,Never,Never,14,14,7,8,4,Complete
15669,20/02/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Always,Sometimes,Never,Almost never,Often,Sometimes,Often,Often,Never,Never,Never,11,11,6,9,3,Complete
15669,01/02/2015,Home Questionnaire Pack 2,Often,Never,Never,Always,Never,Almost never,Never,Never,Always,Never,Never,Always,Never,Never,Never,10,7,3,8,3,Complete
15669,15/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15677,28/02/2013,Home Questionnaire Pack 1,.a,Never,Sometimes,.a,Never,Often,Always,.a,.a,.a,Almost never,Never,Never,Never,Never,,3,10,,3,Complete
15677,17/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
15685,20/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Always,Almost never,Sometimes,Sometimes,Often,Almost never,Sometimes,Almost never,Often,Sometimes,Never,Never,Never,8,9,13,7,3,Complete
15685,15/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Almost never,Sometimes,Almost never,Sometimes,Never,Almost never,Almost never,Often,Never,Never,Never,Never,7,5,9,5,3,Complete
15701,23/02/2013,Home Questionnaire Pack 1,Never,Always,Never,Never,Almost never,Almost never,Sometimes,Never,Never,Never,Often,.a,Sometimes,Almost never,Almost never,3,,8,4,7,Complete
15701,04/03/2014,Home Questionnaire Pack 2,Almost never,Often,Never,Never,Sometimes,Often,Sometimes,Never,Almost never,Never,Often,Sometimes,Almost never,Never,Never,5,10,8,6,4,Complete
15701,03/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15719,23/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Often,Almost never,Always,Almost never,Often,Often,Sometimes,Never,Sometimes,Never,Never,Never,10,8,4,13,3,Complete
15719,21/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
15735,25/02/2013,Home Questionnaire Pack 1,Never,Always,Almost never,Sometimes,Never,Sometimes,Almost never,Never,Sometimes,Never,Almost never,Never,Never,Never,Never,5,7,6,7,3,Complete
15735,25/02/2014,Home Questionnaire Pack 2,Often,Almost never,Often,Often,Never,Almost never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,8,4,6,9,3,Complete
15735,09/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15743,27/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Sometimes,Almost never,Never,Almost never,Sometimes,Often,Never,Sometimes,Never,Never,Never,10,8,3,7,3,Complete
15743,01/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Sometimes,Almost never,Sometimes,Sometimes,Often,Never,Almost never,Never,Never,Never,10,4,4,9,3,Complete
15743,09/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15768,10/03/2013,Home Questionnaire Pack 1,Often,Almost never,Sometimes,Almost never,Almost never,Always,Never,Almost never,Often,Often,Almost never,Never,Never,Never,Never,12,5,6,9,3,Complete
15768,10/04/2014,Home Questionnaire Pack 2,Often,Never,Always,Sometimes,Never,Often,Always,Never,Often,Often,Almost never,Never,Never,Never,Never,12,3,12,8,3,Complete
15776,23/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Always,Never,.a,Never,Almost never,Never,Almost never,Never,Never,Often,Never,Never,Never,6,,8,3,3,Complete
15776,05/03/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,7,8,8,6,3,Complete
15776,22/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15784,25/02/2013,Home Questionnaire Pack 1,Often,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Almost never,Often,Never,Never,Never,12,12,6,10,3,Complete
15784,16/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Never,Often,Sometimes,Always,Sometimes,Almost never,Always,Always,Almost never,Sometimes,Never,Never,Never,14,9,6,11,3,Complete
15784,01/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15818,22/02/2013,Home Questionnaire Pack 1,Never,Sometimes,Never,Never,Never,Almost never,Never,Almost never,Almost never,Almost never,Often,Almost never,Sometimes,Often,Almost never,5,6,6,5,9,Complete
15818,23/09/2015,Home Questionnaire Pack 2,Almost never,Almost never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Almost never,Almost never,4,4,3,3,5,Complete
15818,14/10/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15834,09/04/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Almost never,Always,Almost never,Sometimes,Always,Never,Never,Never,10,11,7,6,3,Complete
15842,13/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Often,Almost never,Never,Never,9,11,6,8,4,Complete
15842,22/02/2014,Home Questionnaire Pack 2,Always,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Always,Often,Almost never,Almost never,Almost never,Never,Never,14,8,6,8,4,Complete
15842,08/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15859,28/02/2013,Home Questionnaire Pack 1,Almost never,Sometimes,Never,Never,Never,Often,Sometimes,Almost never,Almost never,Almost never,Often,Often,Never,Almost never,Never,6,8,8,7,4,Complete
15859,28/02/2014,Home Questionnaire Pack 2,Almost never,Always,Always,Never,Almost never,Always,Often,Never,Always,Sometimes,Often,Sometimes,Almost never,Almost never,Never,10,10,13,7,5,Complete
15875,02/03/2013,Home Questionnaire Pack 1,Often,Sometimes,Never,Often,Almost never,Always,Almost never,Often,Always,Often,Never,Sometimes,Never,Never,Never,13,8,4,13,3,Complete
15875,06/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Sometimes,Never,Often,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,Never,Never,9,3,6,10,3,Complete
15875,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15883,28/02/2013,Home Questionnaire Pack 1,Almost never,Almost never,Never,Almost never,Almost never,Often,Sometimes,Never,Sometimes,Never,Almost never,Always,Never,Never,Never,6,9,6,7,3,Complete
15891,28/02/2013,Home Questionnaire Pack 1,Almost never,Almost never,Often,Almost never,Almost never,Often,Sometimes,Sometimes,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Almost never,6,8,11,9,8,Complete
15909,04/03/2013,Home Questionnaire Pack 1,Almost never,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,.a,Often,Often,9,12,10,12,,Complete
15925,03/05/2013,Home Questionnaire Pack 1,Almost never,Never,Never,Almost never,Never,Never,Almost never,Never,Sometimes,Sometimes,Almost never,Almost never,Never,Almost never,Almost never,8,4,5,4,5,Complete
15925,01/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,.a,Never,Never,Never,Never,9,3,,5,3,Complete
15925,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15941,28/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Always,Sometimes,Never,Always,Almost never,Often,Often,Often,Sometimes,Almost never,Never,Never,Never,11,4,10,12,3,Complete
15941,12/02/2014,Home Questionnaire Pack 2,Always,Never,Never,Always,Often,Always,Almost never,Always,Always,Always,Never,Often,Never,Never,Never,15,9,4,15,3,Complete
15941,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15958,02/03/2013,Home Questionnaire Pack 1,Always,Never,Never,Almost never,Never,Sometimes,Never,Often,Always,Always,Almost never,Never,Never,Never,Never,15,3,4,9,3,Complete
15958,04/03/2014,Home Questionnaire Pack 2,Always,Never,Almost never,Sometimes,Never,Sometimes,Never,Often,Always,Often,Sometimes,Never,Never,Never,Never,14,3,6,10,3,Complete
15958,16/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
15966,28/02/2013,Home Questionnaire Pack 1,Always,Almost never,Sometimes,Often,Almost never,Always,Sometimes,Often,Always,Always,Almost never,Sometimes,Almost never,Almost never,Never,15,7,8,13,5,Complete
15982,01/03/2013,Home Questionnaire Pack 1,Always,Almost never,Always,Always,Sometimes,Always,Almost never,Sometimes,Always,Always,Often,Almost never,Never,Never,Never,15,7,11,13,3,Complete
15982,12/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
16022,28/02/2013,Home Questionnaire Pack 1,Sometimes,Often,Sometimes,Never,Almost never,Sometimes,Never,Never,Sometimes,Sometimes,Often,Almost never,Never,Never,Never,9,8,8,5,3,Complete
16022,02/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Never,Never,Sometimes,Almost never,Never,Never,Sometimes,Sometimes,Often,Often,Never,Never,Never,10,10,6,4,3,Complete
16022,30/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16071,28/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Almost never,9,7,7,8,6,Complete
16089,07/03/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Often,Sometimes,Never,Never,Never,10,9,9,9,3,Complete
16089,12/03/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Sometimes,Almost never,Often,Almost never,Never,Sometimes,Sometimes,Often,Almost never,Never,Never,Never,10,6,9,8,3,Complete
16089,26/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16097,04/03/2013,Home Questionnaire Pack 1,Often,Never,Sometimes,Never,Never,Almost never,Often,Almost never,Sometimes,Almost never,Often,Sometimes,Never,Never,Never,9,5,11,5,3,Complete
16105,04/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,9,10,9,9,10,Complete
16105,13/02/2014,Home Questionnaire Pack 2,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,12,11,12,12,10,Complete
16105,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16121,01/03/2013,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Never,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,15,3,3,13,3,Complete
16121,22/02/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Always,Never,Sometimes,Often,Often,Never,Often,Never,Never,Never,12,6,3,11,3,Complete
16139,28/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Often,Never,Almost never,Never,8,10,6,10,4,Complete
16139,13/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
16147,28/02/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Almost never,Almost never,Often,Almost never,Never,Almost never,Almost never,Sometimes,Never,Never,Never,Never,7,4,6,7,3,Complete
16147,01/02/2014,Home Questionnaire Pack 2,Never,Never,Sometimes,Almost never,Never,Sometimes,Almost never,Never,Never,Never,Almost never,Sometimes,Never,Never,Never,3,5,7,6,3,Complete
16147,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16154,03/08/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Sometimes,Never,Sometimes,Almost never,Almost never,Sometimes,Almost never,Never,Never,Never,Never,Never,8,4,5,8,3,Complete
16188,28/02/2013,Home Questionnaire Pack 1,Almost never,Never,Often,Never,Never,Never,Sometimes,Almost never,Almost never,Almost never,Never,Almost never,Sometimes,Sometimes,Never,6,4,8,4,7,Complete
16196,28/02/2013,Home Questionnaire Pack 1,Often,Almost never,Often,Often,Never,Often,Often,Almost never,Always,Always,Sometimes,Often,Never,Almost never,Never,14,7,11,10,4,Complete
16196,22/02/2014,Home Questionnaire Pack 2,Often,Sometimes,Always,Sometimes,Almost never,Never,Never,Never,Always,Always,Never,Always,Almost never,Almost never,Never,14,10,7,5,5,Complete
16196,19/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16212,28/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Almost never,Almost never,Sometimes,Often,Never,Almost never,Never,7,10,9,9,4,Complete
16212,14/04/2014,Home Questionnaire Pack 2,Often,Never,Never,Never,Often,Often,Almost never,Often,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,11,8,5,9,3,Complete
16220,07/03/2013,Home Questionnaire Pack 1,Always,Almost never,Never,Often,Never,Always,Never,Sometimes,Always,Always,Almost never,Never,Never,Never,Never,15,4,4,12,3,Complete
16220,22/12/2014,Home Questionnaire Pack 2,Often,Sometimes,Never,Often,Never,Always,Never,Almost never,Often,Almost never,Sometimes,Never,Never,Never,Never,10,5,5,11,3,Complete
16238,02/03/2013,Home Questionnaire Pack 1,Sometimes,Never,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Never,9,7,11,9,3,Complete
16238,06/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Almost never,Almost never,Always,Never,Never,Sometimes,Sometimes,Often,Never,Never,Never,Never,9,4,7,8,3,Complete
16238,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16253,28/02/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Almost never,Never,Sometimes,Never,Almost never,Often,Sometimes,Almost never,Almost never,Never,Never,Never,11,5,4,7,3,Complete
16253,22/02/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Often,Sometimes,Almost never,Never,Never,Never,Never,11,6,6,10,3,Complete
16253,26/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16261,03/05/2013,Home Questionnaire Pack 1,Often,Sometimes,Often,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,11,8,9,9,3,Complete
16261,19/03/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Always,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,9,9,12,9,7,Complete
16261,21/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16279,28/02/2013,Home Questionnaire Pack 1,Often,Never,Never,Often,Never,Always,Never,Often,Always,Sometimes,Never,Sometimes,Never,Never,Never,12,5,3,13,3,Complete
16279,27/02/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Almost never,Almost never,Always,Never,Always,Sometimes,Almost never,Almost never,Often,Never,Never,Never,8,8,4,12,3,Complete
16279,01/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16303,26/05/2013,Home Questionnaire Pack 1,Often,Never,Never,Always,Sometimes,Often,Never,Sometimes,Always,Often,Never,Often,Sometimes,Sometimes,Never,13,8,3,12,7,Complete
16303,01/05/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Sometimes,Sometimes,Often,Almost never,Never,Often,Often,Never,Sometimes,Almost never,Almost never,Never,12,8,4,8,5,Complete
16303,17/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16311,15/03/2013,Home Questionnaire Pack 1,Always,Never,Never,Often,Almost never,Often,Never,Always,Always,Often,Never,Never,Never,Never,Never,14,4,3,13,3,Complete
16311,22/02/2014,Home Questionnaire Pack 2,Always,Sometimes,Never,Often,Almost never,Always,Never,Often,Always,Often,Sometimes,Sometimes,Never,Never,Never,14,8,5,13,3,Complete
16311,12/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16337,28/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Almost never,Often,Never,Almost never,Almost never,Almost never,Often,Almost never,Never,Never,Never,7,6,6,9,3,Complete
16345,03/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Almost never,Almost never,Almost never,Sometimes,Almost never,Almost never,Sometimes,Never,Sometimes,Never,Never,Never,8,8,5,6,3,Complete
16345,08/02/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Often,Almost never,Often,Never,Never,Sometimes,Almost never,Never,Sometimes,Never,Never,Never,8,7,3,9,3,Complete
16345,29/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16352,03/03/2013,Home Questionnaire Pack 1,Often,Never,Never,Almost never,Never,Almost never,Never,Almost never,Often,Sometimes,Almost never,Never,Never,Never,Never,11,3,4,6,3,Complete
16352,02/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Almost never,Sometimes,Sometimes,Almost never,Almost never,Often,Sometimes,Never,Almost never,Never,Never,Never,10,6,5,7,3,Complete
16352,29/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16360,28/02/2013,Home Questionnaire Pack 1,Always,Sometimes,Never,Often,Sometimes,Always,Almost never,Sometimes,Always,Often,Almost never,Often,Almost never,Almost never,Never,14,10,5,12,5,Complete
16360,02/02/2014,Home Questionnaire Pack 2,Always,Sometimes,Almost never,Often,Never,Always,Almost never,Often,Always,Always,Sometimes,Often,Never,Never,Never,15,8,7,13,3,Complete
16360,04/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16378,03/04/2013,Home Questionnaire Pack 1,Often,Sometimes,Almost never,Sometimes,Sometimes,Always,Sometimes,Never,Often,Often,Often,Almost never,Never,Never,Never,12,8,9,9,3,Complete
16378,08/07/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
16386,21/04/2013,Home Questionnaire Pack 1,Never,Often,Always,Never,Always,Never,Always,Never,Never,Never,Sometimes,Always,Never,Never,Never,3,14,13,3,3,Complete
16402,25/02/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Never,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Never,Never,Never,11,6,7,8,3,Complete
16402,17/04/2016,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,9,9,9,9,9,Complete
16410,25/02/2013,Home Questionnaire Pack 1,Often,Never,Almost never,Sometimes,Never,Sometimes,Never,Never,Often,Often,Almost never,Never,Never,Never,Never,12,3,5,7,3,Complete
16428,20/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Almost never,Almost never,Never,Never,Never,10,8,6,10,3,Complete
16436,05/03/2013,Home Questionnaire Pack 1,Often,Sometimes,Never,Sometimes,Never,Often,Never,Never,Often,Almost never,Never,Never,Never,Never,Never,10,5,3,8,3,Complete
16436,14/07/2014,Home Questionnaire Pack 2,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Never,Almost never,Never,6,6,6,6,4,Complete
16436,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16444,07/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Almost never,Often,Often,Almost never,Sometimes,Never,Never,Never,11,9,8,7,3,Complete
16444,20/09/2014,Home Questionnaire Pack 2,Often,Sometimes,Sometimes,Almost never,Almost never,Always,Almost never,Sometimes,Often,Often,Sometimes,Often,Never,Never,Never,12,9,8,10,3,Complete
16444,21/12/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16451,06/03/2013,Home Questionnaire Pack 1,Always,Sometimes,Never,Almost never,Never,Often,Never,Often,Always,Often,Never,Almost never,Never,Never,Never,14,6,3,10,3,Complete
16451,08/02/2014,Home Questionnaire Pack 2,Always,Never,Never,Sometimes,Never,Often,Never,Often,Often,Often,Never,Never,Never,Never,Never,13,3,3,11,3,Complete
16451,26/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16469,06/03/2013,Home Questionnaire Pack 1,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Never,Sometimes,Never,Almost never,Never,Often,Almost never,Never,Never,Never,5,8,9,5,3,Complete
16469,09/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Often,Sometimes,Never,Almost never,Often,Never,Almost never,Almost never,Often,Never,Never,Never,Never,7,3,12,6,3,Complete
16469,25/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
16477,14/03/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Often,Almost never,Almost never,Sometimes,Never,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,.a,Never,9,6,7,7,,Complete
16477,01/04/2014,Home Questionnaire Pack 2,Almost never,Almost never,Sometimes,Almost never,Almost never,Almost never,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,Never,Never,Never,8,6,9,6,3,Complete
16477,25/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
